Tipo convocatoria;Id convocatoria;ccaa;prv;circunscripcion;municipio;distrito;candidatura;votos;votos validos;votos censo;votos candidaturas;tipo de representante;representantes
4;202305;;;;;;VIVE COLLADO;815;0;0;0;Concejales;3
4;202305;;;;;;CAMBADOS PODE;813;0;0;0;Concejales;1
4;202305;;;;;;SOM AVI - EL PI;811;0;0;0;Concejales;3
4;202305;;;;;;AVILÉS EN MARCHA;810;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDIENTES POR VALDELACALZADA;809;0;0;0;Concejales;5
4;202305;;;;;;ALTERNATIVA POR MECO;808;0;0;0;Concejales;2
4;202305;;;;;;GENT DE TEIÀ;805;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES VENTURADA;804;0;0;0;Concejales;8
4;202305;;;;;;PARTIDO SOCIALISTA LIBRE FEDERACIÓN;803;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION DE ELECTORES INDEPENDIENTES DE CUADROS;802;0;0;0;Concejales;7
4;202305;;;;;;COMPROMÍS I ACORD PER TORRELLES;800;0;0;0;Concejales;5
4;202305;;;;;;AGRUPACION SOCIAL INDEPENDIENTE;797;0;0;0;Concejales;1
4;202305;;;;;;AVANZA MARINALEDA-MATARREDONDA;795;0;0;0;Concejales;5
4;202305;;;;;;UNIÓN DEL PUEBLO DE TORREMOLINOS;795;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION DE ELECTORES GALAPAGOS AVANZA;794;0;0;0;Concejales;8
4;202305;;;;;;TORREMOLINOS ÚNICO Y PARTIDO AUTÓNOMOS;793;0;0;0;Concejales;0
4;202305;;;;;;EL BOALO CERCEDA Y MATAELPINO;792;0;0;0;Concejales;3
4;202305;;;;;;MESA DE CONVERGENCIA;792;0;0;0;Concejales;2
4;202305;;;;;;GRUP BLANES;792;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE BAILEN;788;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION ELECTORAL UNION POR YUNCOS;786;0;0;0;Concejales;3
4;202305;;;;;;GRUPO INDEPENDIENTE DE CERCEDILLA;784;0;0;0;Concejales;3
4;202305;;;;;;ARTESA PEL CANVI-APC;783;0;0;0;Concejales;6
4;202305;;;;;;ENDAVANT SES SALINES (PSIB-PSOE - MES PER MALLLORCA - INDEPENDENTS);781;0;0;0;Concejales;5
4;202305;;;;;;HACER EL ESCORIAL;779;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION CIUDADANA UCEDA ACTIVA;778;0;0;0;Concejales;6
4;202305;;;;;;INDEPENDIENTES POR ESTEPA;778;0;0;0;Concejales;2
4;202305;;;;;;INDEPENDIENTES RONDA;778;0;0;0;Concejales;0
4;202305;;;;;;GENT PER LA VILA-CIUTADANS - GENTE POR VILLAJOYOSA-CIUDADANOS;775;0;0;0;Concejales;1
4;202305;;;;;;IZQUIERDA ALTERNATIVA DE BUÑOL;773;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA PER OLERDOLA;772;0;0;0;Concejales;5
4;202305;;;;;;UNIÓINDEPENDENTS D´ARTÀ - MÉS PER MALLORCA;772;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACIÓN DE SANTAELLANOS INDEPENDIENTES;769;0;0;0;Concejales;4
4;202305;;;;;;A TU LADO VECINOS MUNICIPALISTAS;767;0;0;0;Concejales;0
4;202305;;;;;;100% EL REAL DE LA JARA;763;0;0;0;Concejales;7
4;202305;;;;;;AGRUPACION DE ELECTORES CASEROS;763;0;0;0;Concejales;6
4;202305;;;;;;FEM VENDRELL;763;0;0;0;Concejales;1
4;202305;;;;;;SOCIALISTAS INDEPENDIENTES POR PEÑARROYA-PUEBLONUEVO;758;0;0;0;Concejales;2
4;202305;;;;;;SOMOS BENALMÁDENA;757;0;0;0;Concejales;0
4;202305;;;;;;SOM AVIÀ;756;0;0;0;Concejales;8
4;202305;;;;;;MUÉVETE SANTO DOMINGO;755;0;0;0;Concejales;3
4;202305;;;;;;GESTIONA CEHEGIN;747;0;0;0;Concejales;1
4;202305;;;;;;FAMÍLIA I VIDA;746;0;0;0;Concejales;0
4;202305;;;;;;POR SALAMANCA;746;0;0;0;Concejales;0
4;202305;;;;;;UNITAT-ARGENTONA PER LA REPÚBLICA;741;0;0;0;Concejales;3
4;202305;;;;;;VECIÑ@S DE BOQUEIXÓN;739;0;0;0;Concejales;3
4;202305;;;;;;BAZTANGO INDEPENDIENTEAK - INDEPENDIENTES DEL BAZTAN;737;0;0;0;Concejales;2
4;202305;;;;;;MURCIA LIBRE;736;0;0;0;Concejales;0
4;202305;;;;;;SEGORBE PARTICIPA;733;0;0;0;Concejales;2
4;202305;;;;;;PARTIDO COMUNISTA DEL PUEBLO ANDALUZ;733;0;0;0;Concejales;0
4;202305;;;;;;POR MALLEN;732;0;0;0;Concejales;5
4;202305;;;;;;VALLIRANA ETS TU;732;0;0;0;Concejales;2
4;202305;;;;;;EN MARCHA;726;0;0;0;Concejales;2
4;202305;;;;;;CANVI - CANDIDATURA PER VILAMAJOR;725;0;0;0;Concejales;4
4;202305;;;;;;RONDA 100X100;724;0;0;0;Concejales;0
4;202305;;;;;;AGRUPEMOS OLITE/ERRIBERRI ELKARTU;715;0;0;0;Concejales;4
4;202305;;;;;;MOVEMENTO VECIÑAL DE TOURO;713;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION DE ELECTORES VECIÑAL MEAÑO INDEPENDIENTE;713;0;0;0;Concejales;3
4;202305;;;;;;ENTRE VEÏNS REUS;713;0;0;0;Concejales;0
4;202305;;;;;;POR FUSTIÑANA;711;0;0;0;Concejales;6
4;202305;;;;;;INDEPENDENTS PER PILES;711;0;0;0;Concejales;5
4;202305;;;;;;INDEPENDIENTES DE CARCASTILLO;710;0;0;0;Concejales;6
4;202305;;;;;;SOM SANT ANDREU DE LA BARCA;710;0;0;0;Concejales;1
4;202305;;;;;;ESTIMEM LES PLANES;709;0;0;0;Concejales;7
4;202305;;;;;;COMPROMISO X HARÍA;707;0;0;0;Concejales;4
4;202305;;;;;;MÉS ESQUERRA DE CALVIÀ;707;0;0;0;Concejales;0
4;202305;;;;;;MOVIMENT PRIMARIES PER LA INDEPENDENCIA DE CATALUNYA;702;0;0;0;Concejales;2
4;202305;;;;;;VECINOS POR SAN FELICES;701;0;0;0;Concejales;5
4;202305;;;;;;MÉS BENITATXELL;700;0;0;0;Concejales;7
4;202305;;;;;;ENDAVANT CAMPOS;700;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓ D'ELECTORS ENTESA DES MERCADAL I FORNELLS;699;0;0;0;Concejales;4
4;202305;;;;;;OTRA LINEA ES POSIBLE;699;0;0;0;Concejales;0
4;202305;;;;;;EL PUERTO 100X100;699;0;0;0;Concejales;0
4;202305;;;;;;ALTERNATIVA POR SANTOMERA;698;0;0;0;Concejales;1
4;202305;;;;;;IMPULSA OLMEDO-COALICION ELECTORAL TIERRA Y VILLA;696;0;0;0;Concejales;4
4;202305;;;;;;MI LINARES;690;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDENTS PER SON SERVERA, CALA MILLOR I CALA BONA;688;0;0;0;Concejales;3
4;202305;;;;;;CANDIDATURA INDEPENDIENTE VECINOS POR EL VALLE;686;0;0;0;Concejales;1
4;202305;;;;;;GANA GUADIX;682;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION DE ELECTORES ENTRE TODOS FONTANAR;679;0;0;0;Concejales;6
4;202305;;;;;;AGRUPACIÓN DE VECINOS GRANADILLA DE ABONA;677;0;0;0;Concejales;0
4;202305;;;;;;LA PLATAFORMA - VECINOS X TOTANA;676;0;0;0;Concejales;0
4;202305;;;;;;PARTIDO INDEPENDIENTES POR MUXÍA;675;0;0;0;Concejales;2
4;202305;;;;;;VECINOS DE EL EJIDO;675;0;0;0;Concejales;0
4;202305;;;;;;BENACAZÓN NOS UNE;669;0;0;0;Concejales;3
4;202305;;;;;;INDEPENDIENTES POR VILLANUEVA;669;0;0;0;Concejales;2
4;202305;;;;;;ALDATU ELORTZIBAR;667;0;0;0;Concejales;3
4;202305;;;;;;ALHAM@UNA;667;0;0;0;Concejales;1
4;202305;;;;;;FETS PER SITGES;666;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION INDEPENDIENTE NOAIN-ELORTZIBAR;664;0;0;0;Concejales;3
4;202305;;;;;;ALTERNATIVA VECINAL INDEPENDIENTE;664;0;0;0;Concejales;3
4;202305;;;;;;ALTERNATIVA POR SAN MATEO;663;0;0;0;Concejales;2
4;202305;;;;;;GRUP INDEPENDENT URBANITZACIONS;661;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACION DE ELECTORES POR ALMAGRO;661;0;0;0;Concejales;2
4;202305;;;;;;ASAMBLEA UNIFICADA DEL PUEBLO DE SAN JUAN DE LA RAMBLA - SI SE PUEDE;660;0;0;0;Concejales;2
4;202305;;;;;;VECINOS POR MONTELLANO;660;0;0;0;Concejales;2
4;202305;;;;;;INICIA CON CONCIENCIA Y SENTIDO;660;0;0;0;Concejales;0
4;202305;;;;;;DEFENDAMOS CALPE;659;0;0;0;Concejales;2
4;202305;;;;;;CIUDADANOS POR CIEMPOZUELOS;659;0;0;0;Concejales;1
4;202305;;;;;;UNIO MOLLERA POLLENCINA;658;0;0;0;Concejales;1
4;202305;;;;;;CONVERGENCIA DEMOCRATICA MURERA;656;0;0;0;Concejales;3
4;202305;;;;;;ESPAÑA VIVA;656;0;0;0;Concejales;0
4;202305;;;;;;UNITS PER AGULLENT;654;0;0;0;Concejales;5
4;202305;;;;;;AGRUPACION ASTURIANISTA DE BIMENES;653;0;0;0;Concejales;7
4;202305;;;;;;VECINOS POR ALGETE;652;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO INDEPENDIENTE DE VALLE DEL GUADIARO;650;0;0;0;Concejales;0
4;202305;;;;;;PLATAFORMA CIUDADANA LOCAL E INDEPENDIENTE DE LA ROCA DE LA SIERRA;649;0;0;0;Concejales;6
4;202305;;;;;;SANT VICENÇ SOU VOSALTRES;649;0;0;0;Concejales;2
4;202305;;;;;;COMPROMISO POR ISLA CRISTINA;649;0;0;0;Concejales;1
4;202305;;;;;;MOVEMENTO VECIÑAL ESTRADENSE;646;0;0;0;Concejales;1
4;202305;;;;;;GRUPO VECINAL VILLAJOYOSA;646;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDENTS D INCA;646;0;0;0;Concejales;0
4;202305;;;;;;ARRANCA SAN MARTÍN;645;0;0;0;Concejales;1
4;202305;;;;;;VECINOS INDEPENDIENTES DE CHIVA;645;0;0;0;Concejales;1
4;202305;;;;;;ALTERNATIVA POPULAR POR OGIJARES;644;0;0;0;Concejales;1
4;202305;;;;;;UNIÓ PER ALCÚDIA;641;0;0;0;Concejales;2
4;202305;;;;;;LAZUBIAYA;641;0;0;0;Concejales;1
4;202305;;;;;;SOMOS CASPE;639;0;0;0;Concejales;3
4;202305;;;;;;PLATAFORMA RIPOLLET LIMPIO Y DIGNO;634;0;0;0;Concejales;0
4;202305;;;;;;GENT D´ADOR;632;0;0;0;Concejales;6
4;202305;;;;;;AGRUPACION INDEPENDIENTE POR VALENCIA DE ALCANTARA;631;0;0;0;Concejales;3
4;202305;;;;;;ACCION DEMOCRATICA INDEPENDIENTE;631;0;0;0;Concejales;0
4;202305;;;;;;POR ARJONILLA;630;0;0;0;Concejales;3
4;202305;;;;;;SOMOS EL CAMBIO;625;0;0;0;Concejales;5
4;202305;;;;;;SOC ALBUIXECH;624;0;0;0;Concejales;3
4;202305;;;;;;UNIDOS POR VELEZ RUBIO;624;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIO D'ELECTORS ENTESA DE L'ESQUERRA DE FERRERIES;623;0;0;0;Concejales;3
4;202305;;;;;;ABADIÑOKO INDEPENDENTE BERRIAK;623;0;0;0;Concejales;2
4;202305;;;;;;PINOS GENIL INDEPENDIENTE;619;0;0;0;Concejales;8
4;202305;;;;;;MUNGIA ALKARTU;619;0;0;0;Concejales;1
4;202305;;;;;;POR NERVA;618;0;0;0;Concejales;3
4;202305;;;;;;ANDECHA ASTUR;615;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDIENTES POR HERRERA;613;0;0;0;Concejales;5
4;202305;;;;;;NOSOTROS SAN LORENZO-CIUDADANOS;610;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION DE ELECTORES ALTERNATIVA VECIÑAL;608;0;0;0;Concejales;4
4;202305;;;;;;SOMOS CATLLAR;606;0;0;0;Concejales;4
4;202305;;;;;;VECINOS POR LA PUEBLA;605;0;0;0;Concejales;2
4;202305;;;;;;INDEPENDIENTES POR QUIROGA;604;0;0;0;Concejales;3
4;202305;;;;;;PRIMERO TEGUISE;604;0;0;0;Concejales;1
4;202305;;;;;;CONVERXENCIA 21;603;0;0;0;Concejales;1
4;202305;;;;;;GRUPO INDEPENDIENTE DEL PUEBLO DE HUERCAL;603;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓ D'ELECTORS SOM ES CASTELL;602;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACION ELECTORES SANDIAS;599;0;0;0;Concejales;7
4;202305;;;;;;VAMOS;599;0;0;0;Concejales;5
4;202305;;;;;;RENOVA VILANOVA DE AROUSA;599;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDIENTES TORAL Y SUS PUEBLOS;598;0;0;0;Concejales;5
4;202305;;;;;;MIRANDA GANA;597;0;0;0;Concejales;0
4;202305;;;;;;ANOVA - IRMANDADE NACIONALISTA;596;0;0;0;Concejales;3
4;202305;;;;;;PALAFOLLS SOM;596;0;0;0;Concejales;2
4;202305;;;;;;CIUDADANOS POR CONSTANTINA;594;0;0;0;Concejales;2
4;202305;;;;;;BOIRO NOVO;593;0;0;0;Concejales;1
4;202305;;;;;;ARRELAM-MES PER MALLORCA-PSIB-PSOE;590;0;0;0;Concejales;3
4;202305;;;;;;BELLATERRA ENDAVANT;584;0;0;0;Concejales;0
4;202305;;;;;;AYEGUI UNIDO;583;0;0;0;Concejales;7
4;202305;;;;;;CIUDADANOS DEMOCRATAS E INDEPENDIENTES;582;0;0;0;Concejales;1
4;202305;;;;;;SALAMANCA VALIENTE;579;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓ D'ELECTORS VOLEM SANT LLUÍS;577;0;0;0;Concejales;3
4;202305;;;;;;PLATAFORMA DEL MUNICIPIO DE HARIA;577;0;0;0;Concejales;3
4;202305;;;;;;BORMUJOS POR DERECHO;577;0;0;0;Concejales;1
4;202305;;;;;;PROGRESO MUNICIPAL DE SARIEGO;576;0;0;0;Concejales;7
4;202305;;;;;;SAX IMPORTA;576;0;0;0;Concejales;1
4;202305;;;;;;EPIC - EL PI;576;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION DE ELECTORES + INSTALACIONES + DEPORTES TEGUESTE;575;0;0;0;Concejales;1
4;202305;;;;;;EN COMÚN CAMBIAR EL SOMONTANO;574;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION INDEPENDIENTE CENDEA DE GALAR;573;0;0;0;Concejales;6
4;202305;;;;;;CONVERGENTS;573;0;0;0;Concejales;0
4;202305;;;;;;GENT COSTA - EL PI;572;0;0;0;Concejales;2
4;202305;;;;;;UNIO INDEPENDENTS DE MURO;569;0;0;0;Concejales;2
4;202305;;;;;;UNIÓN EUROPEA DE PENSIONISTAS;568;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓN INDEPENDIENTE VECINOS POR EZCABARTE-EZKABARTEAREN ALDEBIZLAGUNAK;564;0;0;0;Concejales;6
4;202305;;;;;;SOMOS VILLAVERDE;564;0;0;0;Concejales;2
4;202305;;;;;;GRUPO INDEPENDIENTE ROTEÑO;563;0;0;0;Concejales;0
4;202305;;;;;;UNION POR LIERGANES Y PAMANES;562;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACIÓ VEÏNAL BIGUES I RIELLS;562;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA VECINAL DE SOPELA/SOPELAKO AUZO ALTERNATIBA;562;0;0;0;Concejales;1
4;202305;;;;;;ALIANZA POR CALVIÁ;562;0;0;0;Concejales;0
4;202305;;;;;;EL CAMBIO NECESARIO;560;0;0;0;Concejales;1
4;202305;;;;;;PARTIT DE LES URBANITZACIONS DE SANT ANTONI;559;0;0;0;Concejales;3
4;202305;;;;;;HORITZO ALGUAIRE 31;558;0;0;0;Concejales;5
4;202305;;;;;;JUNTOS POR AÑOVER;558;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES-SOMOS BLANCA;557;0;0;0;Concejales;2
4;202305;;;;;;UNIDOS POR GÜEVEJAR;556;0;0;0;Concejales;5
4;202305;;;;;;COALICION ASTURIANISTES-FORO;556;0;0;0;Concejales;2
4;202305;;;;;;FEM MONTMELÓ OPCIÓ MUNICIPAL;555;0;0;0;Concejales;2
4;202305;;;;;;PAIS CON GESTORES;555;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓN UNIDOS PARA AVANZAR;553;0;0;0;Concejales;3
4;202305;;;;;;PRIMEIRO ORTIGUEIRA;553;0;0;0;Concejales;2
4;202305;;;;;;FORMACIÓN CIUDADANA UTRERANA INDEPENDIENTE;551;0;0;0;Concejales;0
4;202305;;;;;;SOMOS SANTA LUCÍA;550;0;0;0;Concejales;0
4;202305;;;;;;JUNTOS POR CERCEDILLA;547;0;0;0;Concejales;2
4;202305;;;;;;MUNICIPIO UNIDO;542;0;0;0;Concejales;3
4;202305;;;;;;JUNTOS CAMBIEMOS EL MUNICIPIO;541;0;0;0;Concejales;1
4;202305;;;;;;MARACENA CONECTA 23;539;0;0;0;Concejales;1
4;202305;;;;;;IZQUIERDA EN POSITIVO;539;0;0;0;Concejales;0
4;202305;;;;;;ENDAVANT BALSARENY;538;0;0;0;Concejales;4
4;202305;;;;;;JUNTS PER BALENYÀ;536;0;0;0;Concejales;4
4;202305;;;;;;UNION POPULAR POR ROBLEDO;536;0;0;0;Concejales;2
4;202305;;;;;;SOM CREIXELL;535;0;0;0;Concejales;4
4;202305;;;;;;UNION POPULAR DE NAQUERA;535;0;0;0;Concejales;2
4;202305;;;;;;ARICO SOMOS TODOS;534;0;0;0;Concejales;2
4;202305;;;;;;PLATAFORMA VECINAL DE CORIA DEL RÍO;534;0;0;0;Concejales;0
4;202305;;;;;;VIVE VILLAQUILAMBRE;531;0;0;0;Concejales;1
4;202305;;;;;;DEFIENDE LA UNION;531;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE LUMBIER;529;0;0;0;Concejales;6
4;202305;;;;;;INDEPENDENTS PER CATADAU;529;0;0;0;Concejales;3
4;202305;;;;;;X BEMBIBRE;529;0;0;0;Concejales;1
4;202305;;;;;;TODO POR SESEÑA;528;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDIENTES DE COLMENAR DE OREJA;527;0;0;0;Concejales;2
4;202305;;;;;;CANDIDATURA INDEPENDIENTE DE LA GUIJARROSA;525;0;0;0;Concejales;6
4;202305;;;;;;INICIATIVA POR TAFALLA;518;0;0;0;Concejales;1
4;202305;;;;;;COALICIÓ PER BALEARS;518;0;0;0;Concejales;0
4;202305;;;;;;CANTABRIA DISTINTA;517;0;0;0;Concejales;2
4;202305;;;;;;AVANZA MEDELLIN-YELBES;513;0;0;0;Concejales;4
4;202305;;;;;;SALVEM LO MONUMENT-DEFENSEM TORTOSA;513;0;0;0;Concejales;0
4;202305;;;;;;ASTEASU BATUZ;511;0;0;0;Concejales;8
4;202305;;;;;;INDEPENDIENTES POR ALDEA;510;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDENTES POR MONTERROSO;510;0;0;0;Concejales;2
4;202305;;;;;;ARTAJONA GESTIÓN Y DESARROLLO (AGD);509;0;0;0;Concejales;5
4;202305;;;;;;ALICANTE GANA;509;0;0;0;Concejales;0
4;202305;;;;;;CANVIEM MOLLET;506;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDENTS PER MORELLA;505;0;0;0;Concejales;4
4;202305;;;;;;VECINOS POR COLLADO VILLALBA;505;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION TRANSPARENCIA Y SERVICIO;504;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACIÓN DE ELECTORES 'AGRUPACIÓ SANT CEBRIÀ';502;0;0;0;Concejales;4
4;202305;;;;;;SOM VALLFLORIDA;501;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE CORTES DE BAZA;501;0;0;0;Concejales;4
4;202305;;;;;;ALTERNATIVA MUNICIPALISTA ASAMBLEARIA POR SANT JOAN DESPÍ;501;0;0;0;Concejales;0
4;202305;;;;;;GRUP INDEPENDENT DE VALLDEMOSSA;498;0;0;0;Concejales;6
4;202305;;;;;;INDEPENDENTS PER LA VILAVELLA;496;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACIÓN DE ELECTORES POR CASTRO;495;0;0;0;Concejales;1
4;202305;;;;;;MÁS SESEÑA. VECINOS POR SESEÑA;495;0;0;0;Concejales;1
4;202305;;;;;;VECIÑXS INDEPENDENTES DA POBRA;495;0;0;0;Concejales;1
4;202305;;;;;;UNIÓN DEMOCRÁTICA POR VILLANUEVA Y LA QUINTERÍA;492;0;0;0;Concejales;3
4;202305;;;;;;PLATAFORMA VECINAL POR VALSEQUILLO TAJINASTE;489;0;0;0;Concejales;1
4;202305;;;;;;POR HUENEJA Y LA HUERTEZUELA;488;0;0;0;Concejales;8
4;202305;;;;;;JUNTOS POR RIBADEDEVA;487;0;0;0;Concejales;4
4;202305;;;;;;ARA LA ROCA;486;0;0;0;Concejales;2
4;202305;;;;;;SANTA MARTA DECIDE;485;0;0;0;Concejales;1
4;202305;;;;;;DECIDEIX L'HOSPITALET;485;0;0;0;Concejales;0
4;202305;;;;;;ALTERNATIVA MIJEÑA /ARTEHNATIBA MIHEÑA;485;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓN DE VECINOS INDEPENDIENTE DE SANTA CRUZ DE BEZANA;483;0;0;0;Concejales;1
4;202305;;;;;;ELECTORES INDEPENDIENTES POR BENAHADUX;482;0;0;0;Concejales;2
4;202305;;;;;;UNIÓN DEL PUEBLO VISEÑO;481;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION ELECTORAL PLAZAOLA;481;0;0;0;Concejales;2
4;202305;;;;;;MES RAPITA;481;0;0;0;Concejales;1
4;202305;;;;;;CANDIDATURAS VECIÑAIS;481;0;0;0;Concejales;1
4;202305;;;;;;VILLALBA NOS UNE;479;0;0;0;Concejales;4
4;202305;;;;;;INICIATIVA CIVICA DE BOIRO;479;0;0;0;Concejales;0
4;202305;;;;;;ARA DECIDIM NOSALTRES CAMBRILS;478;0;0;0;Concejales;0
4;202305;;;;;;INDEPENDIENTES CENDEA DE OLZA;476;0;0;0;Concejales;5
4;202305;;;;;;INDEPENDIENTES POR BIENVENIDA;474;0;0;0;Concejales;4
4;202305;;;;;;VECINOS PLAYA CANET;474;0;0;0;Concejales;2
4;202305;;;;;;PARTIDO DEMOCRATA DE ROJALES;474;0;0;0;Concejales;2
4;202305;;;;;;VEÏNS DE BORRIOL;474;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA POR ALMENDRAL;471;0;0;0;Concejales;5
4;202305;;;;;;ALTERNATIVA POR MONTEALEGRE;470;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACIÓN DE ELECTORES 'COLLBATOTS';467;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION ELECTORAL LA TORRE DE PORTACOELI;466;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA CIUDADANA ALAMEÑA;465;0;0;0;Concejales;1
4;202305;;;;;;POR MARBELLA Y SAN PEDRO;464;0;0;0;Concejales;0
4;202305;;;;;;GRUPO POLÍTICO INDEPENDIENTE POR LA ESTACIÓN;463;0;0;0;Concejales;0
4;202305;;;;;;AURRERA ALEGIA;462;0;0;0;Concejales;5
4;202305;;;;;;ENTRE TODOS TUÉJAR;459;0;0;0;Concejales;5
4;202305;;;;;;ALTERNATIVA REPUBLICANA;459;0;0;0;Concejales;0
4;202305;;;;;;VECIÑOS DE MONTERREI;458;0;0;0;Concejales;3
4;202305;;;;;;YAIZA SIEMPRE;458;0;0;0;Concejales;2
4;202305;;;;;;ARTAXOA AUZOLAN;456;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDENTS PER OLOST I SANTA CREU;454;0;0;0;Concejales;9
4;202305;;;;;;PARTICIPA#VOLEMUNAPOBLAMILLOR;454;0;0;0;Concejales;5
4;202305;;;;;;FALCES EN POSITIVO;454;0;0;0;Concejales;4
4;202305;;;;;;ALTERNATIV@S PARA LA CORONADA;454;0;0;0;Concejales;3
4;202305;;;;;;GRUPO INDEPENDIENTE LA CUMBRE;449;0;0;0;Concejales;6
4;202305;;;;;;CENDEA AURRERA;449;0;0;0;Concejales;3
4;202305;;;;;;PARTIDO INDEPENDIENTES POR CEE;447;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION DE ELECTORES DIGNIDAD CIUDADANA MIGUELTURRA;447;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO LOCAL COLMENAREJO;446;0;0;0;Concejales;1
4;202305;;;;;;CONTIGO MÁS;444;0;0;0;Concejales;0
4;202305;;;;;;PARTIDO AUTÓNOMOS;443;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓ CIUTADANA DE CÀRCER;441;0;0;0;Concejales;3
4;202305;;;;;;VIVA!;441;0;0;0;Concejales;0
4;202305;;;;;;QUART ACTIU ACTIVISME MUNICIPAL;440;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE ALEGRIA/DULANTZIKO TALDE INDEPENDIENTEA;438;0;0;0;Concejales;4
4;202305;;;;;;MUNICIPALISTES PER CABRILS;438;0;0;0;Concejales;2
4;202305;;;;;;EL CUERVO POR SU GENTE;438;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓN DE ELECTORES ADIANTE POR PONTECESO;438;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACIÓN ELECTORES INDEPENDIENTES POR VILLARCAYO MCV;437;0;0;0;Concejales;2
4;202305;;;;;;PARTIDO DE ACCIÓN SOLIDARIA EUROPEA;434;0;0;0;Concejales;0
4;202305;;;;;;SOYDEMIJAS;434;0;0;0;Concejales;0
4;202305;;;;;;PROYECTO LIBERAL ESPAÑOL;433;0;0;0;Concejales;0
4;202305;;;;;;ALTERNATIVA MÓSTOLES;433;0;0;0;Concejales;0
4;202305;;;;;;XENTE DE DODRO;432;0;0;0;Concejales;3
4;202305;;;;;;SOM CONSELL;432;0;0;0;Concejales;2
4;202305;;;;;;FRENTE OBRERO;432;0;0;0;Concejales;1
4;202305;;;;;;UNION POR LAS GABIAS;432;0;0;0;Concejales;0
4;202305;;;;;;A.I.S. AGRUPACIÓN INDEPENDIENTE SANTACARA;431;0;0;0;Concejales;7
4;202305;;;;;;AGRUPACIÓ D'ELECTORS FEM LLÍVIA;431;0;0;0;Concejales;6
4;202305;;;;;;CAMBIEMOS BUÑUEL;431;0;0;0;Concejales;4
4;202305;;;;;;COMPROMISO CON LORA;431;0;0;0;Concejales;0
4;202305;;;;;;LIBRES;431;0;0;0;Concejales;0
4;202305;;;;;;PLATAFORMA AHORA ANSITE;430;0;0;0;Concejales;0
4;202305;;;;;;INICIATIVA PROGRESISTA DE RIVEIRA;429;0;0;0;Concejales;0
4;202305;;;;;;A.M.I. POR GUADALCANAL;427;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES POR ARBO;427;0;0;0;Concejales;2
4;202305;;;;;;ACORD PER LLAVANERES;427;0;0;0;Concejales;1
