Tipo convocatoria;Id convocatoria;ccaa;prv;circunscripcion;municipio;distrito;candidatura;votos;votos validos;votos censo;votos candidaturas;tipo de representante;representantes
4;202305;;;;;;VECINOS DE L'HOSPITALET;1.761;0,01;0;0,01;Concejales;0
4;202305;;;;;;VECIN@S POR HUMANES DE MADRID;1.748;0,01;0;0,01;Concejales;3
4;202305;;;;;;AQUÍ AHORA;1.747;0,01;0;0,01;Concejales;4
4;202305;;;;;;SOMOS CÁCERES;1.727;0,01;0;0,01;Concejales;7
4;202305;;;;;;SE PUEDE VILLARROBLEDO (SE PUEDE VILLARROBLEDO-PODEMOS-VERDES EQUO);1.727;0,01;0;0,01;Concejales;3
4;202305;;;;;;COALICIÓ CONVERGENCIA;1.723;0,01;0;0,01;Concejales;5
4;202305;;;;;;UNIDAD POR ALGUAZAS;1.723;0,01;0;0,01;Concejales;5
4;202305;;;;;;AGRUPACION DE ELECTORES EL BOSQUE EXISTE;1.716;0,01;0;0,01;Concejales;2
4;202305;;;;;;VECINOS POR ARROYO DE LA ENCOMIENDA;1.709;0,01;0;0,01;Concejales;3
4;202305;;;;;;FEM MASNOU;1.707;0,01;0;0,01;Concejales;4
4;202305;;;;;;MOVEMENTO SALCEDA;1.690;0,01;0;0,01;Concejales;4
4;202305;;;;;;UNIDOS POR SADA;1.666;0,01;0;0,01;Concejales;4
4;202305;;;;;;VECINOS POR MORALZARZAL PARTICIPA!;1.653;0,01;0;0,01;Concejales;4
4;202305;;;;;;IMPULSA CIUDAD;1.651;0,01;0;0,01;Concejales;0
4;202305;;;;;;VECINOS POR POZUELO DE ALARCÓN;1.651;0,01;0;0,01;Concejales;0
4;202305;;;;;;AGRUPACION HERREÑA INDEPENDIENTE;1.647;0,01;0;0,01;Concejales;9
4;202305;;;;;;LLIBERTAT LLUCMAJOR;1.647;0,01;0;0,01;Concejales;2
4;202305;;;;;;SOM IDENTITARIS;1.645;0,01;0;0,01;Concejales;2
4;202305;;;;;;ALCOVERENCS PEL CANVI;1.638;0,01;0;0,01;Concejales;11
4;202305;;;;;;PLATAFORMA VECINAL DE LA FRESNEDA;1.638;0,01;0;0,01;Concejales;1
4;202305;;;;;;INDEPENDIENTES POR LAGUNA;1.628;0,01;0;0,01;Concejales;3
4;202305;;;;;;CENTRISTAS MAJADAHONDA;1.625;0,01;0;0,01;Concejales;0
4;202305;;;;;;UNION INDEPENDIENTE DEMOCRATICA;1.616;0,01;0;0,01;Concejales;6
4;202305;;;;;;TOTS-EL PI;1.614;0,01;0;0,01;Concejales;4
4;202305;;;;;;COMPROMISO MANILVA;1.613;0,01;0;0,01;Concejales;5
4;202305;;;;;;+CUENCA AHORA - ESPAÑA VACIADA;1.608;0,01;0;0,01;Concejales;9
4;202305;;;;;;OLA CANTABRIA;1.607;0,01;0;0,01;Concejales;5
4;202305;;;;;;BLOC PER FELANITX-MÉS PER MALLORCA;1.602;0,01;0;0,01;Concejales;4
4;202305;;;;;;ASAMBLEA CIUDADANA PORTUENSE - ACP;1.600;0,01;0;0,01;Concejales;2
4;202305;;;;;;VILALBA ABERTA;1.599;0,01;0;0,01;Concejales;3
4;202305;;;;;;CANTABRISTAS;1.584;0,01;0;0,01;Concejales;0
4;202305;;;;;;INICIATIVA POR LA GOMERA;1.571;0,01;0;0,01;Concejales;7
4;202305;;;;;;POR Y PARA MALPARTIDA;1.570;0,01;0;0,01;Concejales;7
4;202305;;;;;;LEGANEMOS;1.564;0,01;0;0,01;Concejales;0
4;202305;;;;;;URBANIZACIONES ACTIVAS;1.556;0,01;0;0,01;Concejales;0
4;202305;;;;;;AGRUPACIÓN DE ELECTORES TODOS-TODAS;1.541;0,01;0;0,01;Concejales;7
4;202305;;;;;;PER BALEARS;1.533;0,01;0;0,01;Concejales;4
4;202305;;;;;;AHORA ZAFRA;1.527;0,01;0;0,01;Concejales;3
4;202305;;;;;;ASAMBLEA HERREÑA;1.524;0,01;0;0,01;Concejales;8
4;202305;;;;;;SOMOS MELILLA;1.524;0,01;0;0,01;Concejales;1
4;202305;;;;;;UTRERA +;1.521;0,01;0;0,01;Concejales;1
4;202305;;;;;;GRANOLLERS PRIMARIES;1.519;0,01;0;0,01;Concejales;2
4;202305;;;;;;CANDIDATURA LOCAL INDEPENDIENTE;1.503;0,01;0;0,01;Concejales;5
4;202305;;;;;;VEÏNS PER SANT FELIU DE LLOBREGAT;1.496;0,01;0;0,01;Concejales;1
4;202305;;;;;;INDEPENDIENTES POR ALBURQUERQUE;1.492;0,01;0;0,01;Concejales;7
4;202305;;;;;;INDEPENDENTS PER SA POBLA;1.489;0,01;0;0,01;Concejales;5
4;202305;;;;;;AGRUPACIÓN DE ELECTORES CONTIGO MONTEMAYOR;1.488;0,01;0;0,01;Concejales;8
4;202305;;;;;;SOCIALISTES D´ALGINET;1.483;0,01;0;0,01;Concejales;4
4;202305;;;;;;UNIDAD VECINAL EGABRENSE;1.480;0,01;0;0,01;Concejales;3
4;202305;;;;;;POR CEHEGÍN;1.478;0,01;0;0,01;Concejales;3
4;202305;;;;;;BADAJOZ ADELANTE;1.468;0,01;0;0,01;Concejales;0
4;202305;;;;;;PLATAFORMA CIUTADANA PER BARBERA;1.466;0,01;0;0,01;Concejales;3
4;202305;;;;;;SOM-HI MATADEPERA;1.463;0,01;0;0,01;Concejales;5
4;202305;;;;;;CONVERGENCIA DEMOCRATICA ARANESA- PARTIT NACIONALISTA ARANES;1.462;0,01;0;0,01;Concejales;17
4;202305;;;;;;REUNIR CANARIAS SOSTENIBLE;1.447;0,01;0;0,01;Concejales;0
4;202305;;;;;;UNIDAD CASTELLANA;1.444;0,01;0;0,01;Concejales;16
4;202305;;;;;;JUSTICIA SOCIAL;1.442;0,01;0;0,01;Concejales;0
4;202305;;;;;;ALTERNATIVA PER SANT JOAN;1.441;0,01;0;0,01;Concejales;6
4;202305;;;;;;CANDIDATURA INDEPENDIENTE CONCEJO DE SOTO DEL BARCO;1.427;0,01;0;0,01;Concejales;8
4;202305;;;;;;XUNTOS POLO NOSO CONCELLO;1.425;0,01;0;0,01;Concejales;6
4;202305;;;;;;NOVA POLÍTICA PRIMÀRIES;1.421;0,01;0;0,01;Concejales;0
4;202305;;;;;;TRANSPARENCIA DEMOCRACIA SERRANILLOS;1.418;0,01;0;0,01;Concejales;8
4;202305;;;;;;PARTIDO REGIONALISTA DE EL BIERZO;1.415;0,01;0;0,01;Concejales;0
4;202305;;;;;;COALICIÓN INDEPENDIENTE - HABLAMOS GUADALAJARA;1.409;0,01;0;0,01;Concejales;7
4;202305;;;;;;PARTIDO DE REQUENA Y ALDEAS;1.409;0,01;0;0,01;Concejales;3
4;202305;;;;;;AREVALO DECIDE;1.407;0,01;0;0,01;Concejales;4
4;202305;;;;;;JUNTOS POR GRANADA;1.407;0,01;0;0,01;Concejales;0
4;202305;;;;;;VINEA LA RIOJA;1.391;0,01;0;0,01;Concejales;4
4;202305;;;;;;USANSOLO HERRIA;1.384;0,01;0;0,01;Concejales;2
4;202305;;;;;;ASAMBLEA VALSEQUILLERA;1.383;0,01;0;0,01;Concejales;4
4;202305;;;;;;PARTIDO PARA LA INDEPENDENCIA DE ORIHUELA COSTA;1.382;0,01;0;0,01;Concejales;0
4;202305;;;;;;TRABUCO SOLUCION INDEPENDIENTE;1.381;0,01;0;0,01;Concejales;6
4;202305;;;;;;COMPROMISO POR ACEUCHAL;1.373;0,01;0;0,01;Concejales;6
4;202305;;;;;;TOTS PER ARGENTONA;1.370;0,01;0;0,01;Concejales;5
4;202305;;;;;;OMNIA;1.365;0,01;0;0,01;Concejales;3
4;202305;;;;;;ALTERNATIVA CORELLANA INDEPENDIENTE;1.362;0,01;0;0,01;Concejales;5
4;202305;;;;;;LA PALMA SERA +;1.359;0,01;0;0,01;Concejales;4
4;202305;;;;;;GRUPO INDEPENDIENTE DE HORNACHUELOS;1.358;0,01;0;0,01;Concejales;6
4;202305;;;;;;PROXECTO COMÚN DE TEO;1.354;0,01;0;0,01;Concejales;2
4;202305;;;;;;AGRUPACION INDEPENDIENTE SAN PEDRO DEL PINATAR;1.347;0,01;0;0,01;Concejales;3
4;202305;;;;;;AGRUPACIÓN DE LA SOCIEDAD INDEPENDIENTE DE EJEA Y PUEBLOS;1.344;0,01;0;0,01;Concejales;3
4;202305;;;;;;PER EL CAMPELLO;1.336;0,01;0;0,01;Concejales;2
4;202305;;;;;;UNIDOS POR GUADALCACIN;1.336;0,01;0;0,01;Concejales;0
4;202305;;;;;;VECINOS POR NAVALCARNERO;1.324;0,01;0;0,01;Concejales;2
4;202305;;;;;;AGRUPACIÓ D'ELECTORS TRIA RODA DE BERÀ;1.323;0,01;0;0,01;Concejales;7
4;202305;;;;;;EL ALTET DECIDE;1.317;0,01;0;0,01;Concejales;0
4;202305;;;;;;AGRUPACION DE ELECTORES SOMOS MALAGON;1.313;0,01;0;0,01;Concejales;4
4;202305;;;;;;SUMA PRINCIPADO;1.311;0,01;0;0,01;Concejales;0
4;202305;;;;;;AMETLLA´T;1.308;0,01;0;0,01;Concejales;6
4;202305;;;;;;UNION PERALTESA DE IZQUIERDAS;1.306;0,01;0;0,01;Concejales;6
4;202305;;;;;;COLMENAR POR DELANTE;1.286;0,01;0;0,01;Concejales;0
4;202305;;;;;;CAMBIA SAN JUAN;1.284;0,01;0;0,01;Concejales;4
4;202305;;;;;;UNITS AMB SARDA PER LA POBLA;1.283;0,01;0;0,01;Concejales;9
4;202305;;;;;;SOMOS TACORONTE;1.279;0,01;0;0,01;Concejales;2
4;202305;;;;;;NUEVOS AIRES TARIFA;1.277;0,01;0;0,01;Concejales;2
4;202305;;;;;;ALMERIA SUMA +;1.274;0,01;0;0,01;Concejales;0
4;202305;;;;;;COALICION ELECTORAL AGUADULCE EN MARCHA- SOMOS ACCION CIUDADANA;1.269;0,01;0;0,01;Concejales;0
4;202305;;;;;;AGRUPACION VALDALIGA INDEPENDIENTE REGIONALISTA;1.264;0,01;0;0,01;Concejales;10
4;202305;;;;;;VECINOS POR SAN LORENZO DE EL ESCORIAL;1.258;0,01;0;0,01;Concejales;2
4;202305;;;;;;V!VEGÜES-EGUESIBAR B!Z!;1.242;0,01;0;0,01;Concejales;3
4;202305;;;;;;MEDINA PRIMERO- TIERRA Y VILLA;1.236;0,01;0;0,01;Concejales;2
4;202305;;;;;;CUIDEM GODELLA;1.227;0,01;0;0,01;Concejales;3
4;202305;;;;;;IRUNGO ZERRENDA AURRETIK IRUN AURRERA;1.227;0,01;0;0,01;Concejales;0
4;202305;;;;;;100% LA GARRIGA;1.223;0,01;0;0,01;Concejales;3
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE CAYON;1.217;0,01;0;0,01;Concejales;3
4;202305;;;;;;NÓS POBRA;1.214;0,01;0;0,01;Concejales;3
4;202305;;;;;;SITGES GRUP INDEPENDENT(SITGES GI);1.212;0,01;0;0,01;Concejales;3
4;202305;;;;;;PARTIT DE VINAROS INDEPENDENT;1.211;0,01;0;0,01;Concejales;2
4;202305;;;;;;MAS CARTAGENA-VERDES EQUO;1.207;0,01;0;0,01;Concejales;0
4;202305;;;;;;ARAGONESES-PLATAFORMA ARAGONESISTA;1.204;0,01;0;0,01;Concejales;14
4;202305;;;;;;MAIRENA DECIDE;1.198;0,01;0;0,01;Concejales;1
4;202305;;;;;;COMPROMISO OUTES;1.195;0,01;0;0,01;Concejales;4
4;202305;;;;;;CENTRATS EN LA POBLA-CENTRADOS EN LA POBLA;1.195;0,01;0;0,01;Concejales;2
4;202305;;;;;;UNIÓN LOCAL;1.192;0,01;0;0,01;Concejales;5
4;202305;;;;;;UNITAT I PROGRÉS MUNICIPAL;1.191;0,01;0;0,01;Concejales;6
4;202305;;;;;;SOMOS VECINOS;1.191;0,01;0;0,01;Concejales;5
4;202305;;;;;;AGRUPACION ELECTORES VILLA 2023-2027;1.191;0,01;0;0,01;Concejales;2
4;202305;;;;;;COMPROMISU POR ASTURIES;1.190;0,01;0;0,01;Concejales;4
4;202305;;;;;;PRIMÀRIES CODINES;1.182;0,01;0;0,01;Concejales;6
4;202305;;;;;;COMPROMETIDOS CON MONTEFRÍO;1.176;0,01;0;0,01;Concejales;5
4;202305;;;;;;SOMOS MÁS MADRID PARACUELLOS;1.170;0,01;0;0,01;Concejales;2
4;202305;;;;;;SUEÑA TORREVIEJA;1.169;0,01;0;0,01;Concejales;1
4;202305;;;;;;ENTRE TODOS BAJO / BAIX CINCA;1.166;0,01;0;0,01;Concejales;9
4;202305;;;;;;AGRUPACION INDEPENDIENTE SAN SEBASTIAN;1.162;0,01;0;0,01;Concejales;5
4;202305;;;;;;INDEPENDIENTES POR NOREÑA;1.161;0,01;0;0,01;Concejales;6
4;202305;;;;;;CELANOVA DECIDE;1.151;0,01;0;0,01;Concejales;4
4;202305;;;;;;UNION DEL PUEBLO DE ALPEDRETE;1.149;0,01;0;0,01;Concejales;2
4;202305;;;;;;PARTIDO EXTREMEÑISTA-EXTREMEÑISTAS-PARTIDO DE LOS EXTREMEÑOS;1.136;0,01;0;0,01;Concejales;2
4;202305;;;;;;KARRANTZA ZABALA;1.135;0,01;0;0,01;Concejales;7
4;202305;;;;;;CANETENCS INDEPENDENTS;1.131;0,01;0;0,01;Concejales;4
4;202305;;;;;;POR LAGUNA DE DUERO;1.128;0,01;0;0,01;Concejales;2
4;202305;;;;;;PLATAFORMA ELECTORAL AMIGOS DEL MAR MENOR, CANDIDATURA INDEPENDIENTE;1.127;0,01;0;0,01;Concejales;2
4;202305;;;;;;AGRUPA SURESTE;1.127;0,01;0;0,01;Concejales;1
4;202305;;;;;;VILLA SE MUEVE;1.124;0,01;0;0,01;Concejales;1
4;202305;;;;;;NOIESES INDEPENDIENTES AGRUPADOS;1.123;0,01;0;0,01;Concejales;2
4;202305;;;;;;INDEPENDIENTES DE AGUADULCE Y EL PARADOR;1.121;0,01;0;0,01;Concejales;0
4;202305;;;;;;MOVIMIENTO ALTERNATIVO ELECTORAL;1.118;0;0;0,01;Concejales;2
4;202305;;;;;;S´ARENAL-URBANIZACIONES-LLUCMAJOR;1.116;0;0;0,01;Concejales;2
4;202305;;;;;;UNIDADE LOCAL;1.114;0;0;0,01;Concejales;0
4;202305;;;;;;SENY I SENTIT;1.110;0;0;0,01;Concejales;3
4;202305;;;;;;UNION INDEPENDIENTE MUNICIPIO PINOS PUENTE;1.109;0;0;0,01;Concejales;3
4;202305;;;;;;VALORES;1.109;0;0;0,01;Concejales;0
4;202305;;;;;;LANZAROTE EN PIE;1.108;0;0;0,01;Concejales;0
4;202305;;;;;;AGRUPACION VECINAL INDEPENDIENTE AUZOAK;1.107;0;0;0,01;Concejales;2
4;202305;;;;;;SUMA´T;1.094;0;0;0;Concejales;3
4;202305;;;;;;ALTERNATIVA POR XINZO DA LIMIA;1.084;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION POR EL PROGRESO DE VALDETORRES;1.083;0;0;0;Concejales;6
4;202305;;;;;;MANIFESTO MIÑOR;1.081;0;0;0;Concejales;2
4;202305;;;;;;CIUDADANOS DE URBANIZACIONES - LA POBLA DE VALLBONA;1.080;0;0;0;Concejales;2
4;202305;;;;;;GRUPO INDEPENDIENTE PALENCIA TIERRA VIVA;1.079;0;0;0;Concejales;35
4;202305;;;;;;ALTERNATIVA POR MONDARIZ;1.077;0;0;0;Concejales;5
4;202305;;;;;;INDEPENDIENTES POR CARTAYA;1.072;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION POPULAR POR GUADARRAMA;1.072;0;0;0;Concejales;2
4;202305;;;;;;PARTIDO INDEPENDIENTE LA FIGUERETA;1.066;0;0;0;Concejales;3
4;202305;;;;;;BARAKALDOKO AHOTSAK;1.060;0;0;0;Concejales;0
4;202305;;;;;;CONTIGO MAS ARROYOMOLINOS;1.058;0;0;0;Concejales;1
4;202305;;;;;;PARTIDO CASTELLANO-TIERRA COMUNERA;1.057;0;0;0;Concejales;5
4;202305;;;;;;HACEMOS LAREDO;1.054;0;0;0;Concejales;3
4;202305;;;;;;PARTIT PER AL POBLE;1.048;0;0;0;Concejales;6
4;202305;;;;;;HACIENDO CENDEA;1.045;0;0;0;Concejales;6
4;202305;;;;;;IMPULSEM VILANOVA;1.044;0;0;0;Concejales;6
4;202305;;;;;;VEÏNS PER MASSAMAGRELL;1.042;0;0;0;Concejales;2
4;202305;;;;;;VIVIM MONTCADA I REIXAC;1.041;0;0;0;Concejales;2
4;202305;;;;;;SALAMANCA IMPORTA;1.039;0;0;0;Concejales;10
4;202305;;;;;;PARTIDO INICIATIVA MORISCA;1.037;0;0;0;Concejales;3
4;202305;;;;;;CANDIDATURA LOCAL - SUMA;1.036;0;0;0;Concejales;4
4;202305;;;;;;INICIATIVA CIUDADANA POR PARACUELLOS;1.036;0;0;0;Concejales;2
4;202305;;;;;;POR VIVEIRO;1.032;0;0;0;Concejales;2
4;202305;;;;;;SOM AMPOSTA;1.031;0;0;0;Concejales;3
4;202305;;;;;;GENT PER FORMENTERA;1.030;0;0;0;Concejales;5
4;202305;;;;;;SANLÚCAR EN POSITIVO;1.027;0;0;0;Concejales;3
4;202305;;;;;;STOP;1.027;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION POR VILLANUEVA;1.024;0;0;0;Concejales;4
4;202305;;;;;;POR E PARA SANTIAGO;1.023;0;0;0;Concejales;0
4;202305;;;;;;PLATAFORMA INDEPENDIENTE DE ALCOLEA;1.019;0;0;0;Concejales;6
4;202305;;;;;;JUNTS PER SANT FELIU DE CODINES;1.012;0;0;0;Concejales;5
4;202305;;;;;;GORLIZ BIZIRIK;1.009;0;0;0;Concejales;5
4;202305;;;;;;POR ALFOZ;1.006;0;0;0;Concejales;7
4;202305;;;;;;UNIO I ALTERNATIVA MUNICIPAL;1.003;0;0;0;Concejales;2
4;202305;;;;;;INDEPENDIENTES DE ABANTO Y ZIERBENA;1.000;0;0;0;Concejales;3
4;202305;;;;;;PARTIDO NACIONALISTA CANARIO;993;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION INDEPENDIENTE VECINOS SAN VICENTE DE LA BARQUERA;992;0;0;0;Concejales;5
4;202305;;;;;;MAREA CIDADÁ DE NOIA;992;0;0;0;Concejales;2
4;202305;;;;;;ALTERNATIVA VECINAL INDEPENDIENTE;991;0;0;0;Concejales;1
4;202305;;;;;;INDEPENDIENTE POR FABERO;988;0;0;0;Concejales;5
4;202305;;;;;;XBUÑOL;988;0;0;0;Concejales;2
4;202305;;;;;;IZQUIERDA PROGRESISTA DE TELDE;987;0;0;0;Concejales;0
4;202305;;;;;;UNIDAD POPULAR DE AGUILAR;986;0;0;0;Concejales;2
4;202305;;;;;;AHORA GUIA;984;0;0;0;Concejales;2
4;202305;;;;;;UNIDOS X LAREDO;983;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES POR TEJEDA;982;0;0;0;Concejales;7
4;202305;;;;;;CORDOBA CRECE;981;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION INDEPENDIENTE DE AJALVIR;980;0;0;0;Concejales;5
4;202305;;;;;;SOMOS CAMBADOS;980;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACIÓN GARACHIQUENSE;978;0;0;0;Concejales;4
4;202305;;;;;;ACTIVA CHIVA;977;0;0;0;Concejales;2
4;202305;;;;;;VECINOS POR GUADARRAMA;975;0;0;0;Concejales;2
4;202305;;;;;;CÍVICA MONTE BERRIAGA;973;0;0;0;Concejales;2
4;202305;;;;;;GALAPAGAR ENTRE TODOS;973;0;0;0;Concejales;1
4;202305;;;;;;MURCHANTINOS POR MURCHANTE;969;0;0;0;Concejales;6
4;202305;;;;;;GRUPO INDEPENDIENTE SANLUQUEÑO;969;0;0;0;Concejales;3
4;202305;;;;;;APUESTA POR ALAGON;967;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACIÓN INDEPENDIENTE DE MAZAGÓN;966;0;0;0;Concejales;2
4;202305;;;;;;GRUPO INDEPENDIENTE POR LA AUTONOMIA MUNICIPAL DE TORRENUEVA;963;0;0;0;Concejales;9
4;202305;;;;;;ABANZA;963;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACION DE ELECTORES GENTE DE ZUJAR;961;0;0;0;Concejales;9
4;202305;;;;;;PLATAFORMA POR ADRA;959;0;0;0;Concejales;2
4;202305;;;;;;FEM MONTORNES;957;0;0;0;Concejales;3
4;202305;;;;;;V VILANOVA365;956;0;0;0;Concejales;3
4;202305;;;;;;ACTÚA;956;0;0;0;Concejales;0
4;202305;;;;;;CENTRADOS EN MOTRIL-ANDALUCIA;954;0;0;0;Concejales;0
4;202305;;;;;;PONTEVEDRA ALTERNATIVA;954;0;0;0;Concejales;0
4;202305;;;;;;SANTPEDOR ÉS UN ALTRE MON;951;0;0;0;Concejales;4
4;202305;;;;;;UNION DEMOCRATICA JABALQUINTO;949;0;0;0;Concejales;7
4;202305;;;;;;PARTIDO INDEPENDIENTE POR TURIS PARTIT INDEPENDENT PER TURIS;947;0;0;0;Concejales;3
4;202305;;;;;;PARTIDO ANTICORRUPCIÓN Y JUSTICIA;946;0;0;0;Concejales;6
4;202305;;;;;;AGRUPACION DE ELECTORES 'NOS MOVEMOS POR TORO';946;0;0;0;Concejales;3
4;202305;;;;;;HERRIAREN ESKUBIDEA;946;0;0;0;Concejales;1
4;202305;;;;;;SOM VNG;943;0;0;0;Concejales;0
4;202305;;;;;;QUIERO MARACENA;942;0;0;0;Concejales;2
4;202305;;;;;;CIUDADANOS POR JAVEA;941;0;0;0;Concejales;2
4;202305;;;;;;IZQUIERDA UNIDA + PODEMOS;941;0;0;0;Concejales;1
4;202305;;;;;;ALTERNATIVA X LA NUCIA;939;0;0;0;Concejales;2
4;202305;;;;;;SENTIM SABADELL;939;0;0;0;Concejales;0
4;202305;;;;;;MILLOREM BENAGUASIL;938;0;0;0;Concejales;2
4;202305;;;;;;ADELANTE BERIAIN/BERIAIN AURRERA;937;0;0;0;Concejales;6
4;202305;;;;;;CENTRADOS EN CUARTE;937;0;0;0;Concejales;3
4;202305;;;;;;L'IMPULS;935;0;0;0;Concejales;4
4;202305;;;;;;MÉS PER MENORCA - ESQUERRA DE MENORCA IU;931;0;0;0;Concejales;3
4;202305;;;;;;UNION Y DESARROLLO;930;0;0;0;Concejales;2
4;202305;;;;;;PODEMOS-JAEN SENTIDO Y COMÚN;930;0;0;0;Concejales;0
4;202305;;;;;;IZQUIERDA UNIDA - CAMBIEMOS VILLALBA;929;0;0;0;Concejales;0
4;202305;;;;;;SE MUEVE SALAMANCA-ESPAÑA VACIADA;925;0;0;0;Concejales;0
4;202305;;;;;;UNION SANTO DOMINGO;921;0;0;0;Concejales;2
4;202305;;;;;;UNA EXTREMADURA DIGNA;918;0;0;0;Concejales;3
4;202305;;;;;;QUE HABLE GIJON;918;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACIÓ D'ELECTORS ESQUERRA OBERTA BUNYOLA;916;0;0;0;Concejales;3
4;202305;;;;;;COMPROMISO CON EL SAUCEJO;911;0;0;0;Concejales;4
4;202305;;;;;;SOM DE MONTGAT;908;0;0;0;Concejales;3
4;202305;;;;;;IZQUIERDA UNIDA-VERDES - MÁS REGIÓN - VERDES EQUO: JUNTOS POR MOLINA;907;0;0;0;Concejales;0
4;202305;;;;;;UNITS PER ALMOINES;906;0;0;0;Concejales;8
4;202305;;;;;;PLATAFORMA CIUDADANA DE TOBARRA;901;0;0;0;Concejales;3
4;202305;;;;;;LIBERALES Y MORALOS;900;0;0;0;Concejales;2
4;202305;;;;;;UNIDOS POR ENTRAMBASAGUAS;898;0;0;0;Concejales;4
4;202305;;;;;;INDEPENDIENTES PONTEAREAS;898;0;0;0;Concejales;1
4;202305;;;;;;UNION VEGUERA;897;0;0;0;Concejales;3
4;202305;;;;;;ALBORAYA ACTUA;896;0;0;0;Concejales;1
4;202305;;;;;;FUTURO CIJUELA;893;0;0;0;Concejales;6
4;202305;;;;;;PARTIDO IBÉRICO;890;0;0;0;Concejales;0
4;202305;;;;;;UNION PROGRESISTA POR LIBRILLA;879;0;0;0;Concejales;4
4;202305;;;;;;SUMEM ESQUERRES A PARETS;877;0;0;0;Concejales;2
4;202305;;;;;;AVANZA CHINCHÓN;876;0;0;0;Concejales;5
4;202305;;;;;;FUTUR PER PUIGCERDÀ;873;0;0;0;Concejales;4
4;202305;;;;;;UNIDOS POR MARCHENA;873;0;0;0;Concejales;1
4;202305;;;;;;AIXEQUEM TONA;872;0;0;0;Concejales;4
4;202305;;;;;;PARTIDO INDEPENDIENTE XUNTOS POR GALICIA;870;0;0;0;Concejales;3
4;202305;;;;;;MOTRIL PUNTO ES;870;0;0;0;Concejales;0
4;202305;;;;;;ASSEMBLEA PER VILAFRANCA;864;0;0;0;Concejales;5
4;202305;;;;;;POR ALCOBENDAS;862;0;0;0;Concejales;0
4;202305;;;;;;AGRUPACION DE ELECTORES DE REDONDELA;858;0;0;0;Concejales;1
4;202305;;;;;;PLATAFORMA VECINAL POR SANTA BRÍGIDA;857;0;0;0;Concejales;1
4;202305;;;;;;SIEMPRE VILLAFRANCA;856;0;0;0;Concejales;7
4;202305;;;;;;MOVIMIENTO BARREÑO;854;0;0;0;Concejales;2
4;202305;;;;;;BADAJOZ 5 ESTRELLAS;854;0;0;0;Concejales;0
4;202305;;;;;;ACTIVEM OLOT-ACTIVEM;853;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION SOCIALISTA HISTORICA LILLERA;852;0;0;0;Concejales;7
4;202305;;;;;;ALTERNATIVA DISEMINADOS Y URBANIZACIONES DE CHIVA;850;0;0;0;Concejales;2
4;202305;;;;;;REINICIEM BENISSA;848;0;0;0;Concejales;4
4;202305;;;;;;AGRUPACIÓ D'ELECTORS-PRIMER ALCOLETGE;847;0;0;0;Concejales;8
4;202305;;;;;;AGRUPACIÓ D'ELECTORS CIUTADELLA ENDAVANT;844;0;0;0;Concejales;1
4;202305;;;;;;AGRUPACION ELECTORAL INDEPENDIENTE-CAMBIAR;842;0;0;0;Concejales;6
4;202305;;;;;;PARTIDO DE LAS URBANIZACIONES DE PUÇOL;842;0;0;0;Concejales;2
4;202305;;;;;;BERGA GRUP INDEPENDENT;840;0;0;0;Concejales;2
4;202305;;;;;;JUNTOS POR PRUNA;839;0;0;0;Concejales;8
4;202305;;;;;;POR MENA;839;0;0;0;Concejales;5
4;202305;;;;;;PARTIDO VECINOS DE VALDEMORILLO;839;0;0;0;Concejales;2
4;202305;;;;;;UNION POR PENAGOS;836;0;0;0;Concejales;7
4;202305;;;;;;UNITAT PER VILANOVA;835;0;0;0;Concejales;5
4;202305;;;;;;SOM VEU-SOM VEÏNES I VEÏNS D'URBANITZACIONS DE CASTELLBISBAL;835;0;0;0;Concejales;3
4;202305;;;;;;ALTERNATIVA D'ESQUERRES DE L'HOSPITALET DE LLOBREGAT;833;0;0;0;Concejales;0
4;202305;;;;;;ALTERNATIVA PER L'ARBOÇ;832;0;0;0;Concejales;5
4;202305;;;;;;ALTERNATIVA POR ARZÚA;827;0;0;0;Concejales;3
4;202305;;;;;;AGRUPACIÓN DE ELECTORES ACUDE;823;0;0;0;Concejales;2
4;202305;;;;;;AGRUPACION DE ELECTORES DE SAMARTIN;822;0;0;0;Concejales;2
4;202305;;;;;;LODOSA ORGANIZACIÓN DE INDEPENDIENTES UNIDOS;821;0;0;0;Concejales;4
4;202305;;;;;;OBJETIVO VALDEMORILLO;821;0;0;0;Concejales;2
4;202305;;;;;;POR ALMENSILLA;820;0;0;0;Concejales;4
4;202305;;;;;;NUEVO CASTRIL;818;0;0;0;Concejales;7
4;202305;;;;;;DEMOCRACIA CIUDADANA DE ADAMUZ;818;0;0;0;Concejales;4
4;202305;;;;;;CASTROPOL AVANTE;817;0;0;0;Concejales;5
